date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:47	70449/70449	---M--	200	added ('OK')	image/jpeg	etag:%221b386-11331-1ce162c0%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/home/slider1es.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/home/slider1es.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:12:58	164573/164573	---M--	200	added ('OK')	image/jpeg	etag:%221b296-282dd-f629bd00%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/home/appt_es.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/home/appt_es.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:12:58	67894/67894	---M--	200	added ('OK')	image/jpeg	etag:%221b319-10936-7f3ae400%22	http://www.dmv.ca.gov/imageserver/dmv/images/es/aoi/bicycle/ridesafely_banner1.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/es/aoi/bicycle/ridesafely_banner1.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:07	201566/201566	---M--	200	added ('OK')	image/jpeg	etag:%221b2d2-3135e-7df87580%22	http://www.dmv.ca.gov/imageserver/dmv/images/es/legacy_plates/banner.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/es/legacy_plates/banner.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:09	190732/190732	---M--	200	added ('OK')	image/jpeg	etag:%221b3d2-2e90c-d3870080%22	http://www.dmv.ca.gov/imageserver/dmv/images/es/site/home/agriculture_plt_es.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/es/site/home/agriculture_plt_es.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:11	11671/11671	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jul%202014%2000:13:07%20GMT	http://www.dmv.ca.gov/portal/home/mcs/mcs.htm?lang=es	E:/DMV/dmv/www.dmv.ca.gov/portal/home/mcs/mcs.55c69a.delayed	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:12	92688/92688	---M--	200	added ('OK')	image/jpeg	etag:%221b387-16a10-32fa7f80%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/home/slider2es.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/home/slider2es.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:12	9943/9943	---M--	200	added ('OK')	image/gif	etag:%221b458-26d7-ac4ec00%22	http://www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_socmed_es.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_socmed_es.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:13	9916/9916	---M--	200	added ('OK')	image/gif	etag:%221b45c-26bc-ca0bdf80%22	http://www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_lowcostins.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_lowcostins.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:13	101349/101349	---M--	200	added ('OK')	image/jpeg	etag:%221b292-18be5-27da6080%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/home/senior_ombud_es.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/home/senior_ombud_es.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:13	9977/9977	---M--	200	added ('OK')	image/gif	etag:%221b42e-26f9-ec144a80%22	http://www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_donatelife1.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_donatelife1.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:14	9826/9826	---M--	200	added ('OK')	image/gif	etag:%221b42d-2662-ec144a80%22	http://www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_nmvb1.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_nmvb1.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:15	9987/9987	---M--	200	added ('OK')	image/gif	etag:%221b45f-2703-1e40f8c0%22	http://www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_coveredca.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_coveredca.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:16	1940/1940	---M--	200	added ('OK')	image/png	etag:%22226e9-794-4d9e2a00%22	http://www.dmv.ca.gov/imageserver/dmv/images/about/rss2.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/about/rss2.png	(from http://www.dmv.ca.gov/portal/home/rss.htm)
17:13:16	39290/39290	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Jul%202014%2000:13:11%20GMT	http://www.dmv.ca.gov/portal/home/rss.htm?lang=en	E:/DMV/dmv/www.dmv.ca.gov/portal/home/rss9ed2.html	(from http://www.dmv.ca.gov/portal/home/rss.htm)
17:13:17	542/542	---MC-	200	added ('OK')	image/jpeg	etag:%2221e46-21e-5a4efac0%22	http://www.dmv.ca.gov/images/about/rss.jpg	E:/DMV/dmv/www.dmv.ca.gov/images/about/rss.jpg	(from http://www.dmv.ca.gov/portal/home/rss.htm)
17:13:17	901/901	---M--	200	added ('OK')	image/png	etag:%221b217-385-4019f600%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/content/bullet_arrow_right.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/content/bullet_arrow_right.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_tabpanel.css)
17:13:17	149/149	---M--	200	added ('OK')	image/png	etag:%221b1de-95-3de37240%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/common/tabpanel_divider.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/common/tabpanel_divider.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_tabpanel.css)
17:13:17	15894/15894	---M--	200	added ('OK')	image/jpeg	etag:%2222c21-3e16-4dbcae80%22	http://www.dmv.ca.gov/imageserver/dmv/images/rss/rss_monitor.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/rss/rss_monitor.jpg	(from http://www.dmv.ca.gov/portal/home/rss.htm)
17:13:17	23704/23704	---M--	200	added ('OK')	image/jpeg	etag:%221b433-5c98-1878de80%22	http://www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_savewater.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/es/site/slideshow/slideshow_savewater.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:13:17	2558/2558	---M--	200	added ('OK')	image/png	etag:%221b214-9fe-2a2aba00%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/common/slideshow_arrows.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/common/slideshow_arrows.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_slideshow.css)
17:13:19	32776/32776	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Jul%202014%2000:13:15%20GMT	http://www.dmv.ca.gov/portal/home/dmvsearch.htm?lang=en	E:/DMV/dmv/www.dmv.ca.gov/portal/home/dmvsearch9ed2.html	(from http://www.dmv.ca.gov/portal/home/dmvsearch.htm)
17:13:20	542/542	---M--	200	added ('OK')	image/jpeg	etag:%22226e3-21e-4d9e2a00%22	http://www.dmv.ca.gov/imageserver/dmv/images/about/rss.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/about/rss.jpg	(from http://www.dmv.ca.gov/portal/home/rss.htm?lang=en)
17:13:20	1050/1050	---M--	200	added ('OK')	image/gif	etag:%2223063-41a-4dcbf0c0%22	http://www.dmv.ca.gov/imageserver/dmv/images/ol/video_icon.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/ol/video_icon.gif	(from http://www.dmv.ca.gov/portal/home/rss.htm?lang=en)
17:13:20	3366/3366	---MC-	200	added ('OK')	text/javascript	date:Tue,%2008%20Jul%202014%2016:32:10%20GMT	http://www.google.com/afsonline/show_afs_search.js	E:/DMV/dmv/www.google.com/afsonline/show_afs_search.js	(from http://www.dmv.ca.gov/portal/home/dmvsearch.htm)
17:13:21	40844/40844	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Jul%202014%2000:13:15%20GMT	http://www.dmv.ca.gov/portal/home/rss.htm?lang=es	E:/DMV/dmv/www.dmv.ca.gov/portal/home/rssc69a.html	(from http://www.dmv.ca.gov/portal/home/rss.htm?lang=en)
17:13:22	32195/32195	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Jul%202014%2000:13:17%20GMT	http://www.dmv.ca.gov/portal/home/dmvsearch.htm?lang=es	E:/DMV/dmv/www.dmv.ca.gov/portal/home/dmvsearchc69a.html	(from http://www.dmv.ca.gov/portal/home/dmvsearch.htm?lang=en)
